cont,status,order,Family,genus,species,logM,M,mass
AF,extant,Carnivora,Herpestidae,Galerella,pulverulenta,2.9,797,0.797
Insular,extant,Carnivora,Herpestidae,Galidia,elegans,2.9,800,0.8
Insular,extant,Carnivora,Herpestidae,Galidia,elegans,2.9,800,0.8
Insular,extant,Carnivora,Herpestidae,Galidictis,fasciata,2.74,550,0.55
Insular,extant,Carnivora,Herpestidae,Galidictis,grandidieri,3.15,1400,1.4
AF,extant,Carnivora,Herpestidae,Helogale,hirtula,2.46,289,0.289
AF,extant,Carnivora,Herpestidae,Helogale,parvula,2.48,300,0.3
AF,extant,Carnivora,Herpestidae,Herpestes,ichneumon,3.45,2850,2.85
AF,extant,Carnivora,Herpestidae,Herpestes,naso,3.48,3000,3
EA,extant,Carnivora,Herpestidae,Herpestes,javanicus,2.88,750,0.75
EA,extant,Carnivora,Herpestidae,Herpestes,edwardsii,3.12,1324.2,1.3242
EA,extant,Carnivora,Herpestidae,Herpestes,smithii,3.27,1861.4,1.8614
EA,extant,Carnivora,Herpestidae,Herpestes,urva,3.27,1863.2,1.8632
EA,extant,Carnivora,Herpestidae,Herpestes,brachyurus,3.3,2000,2
EA,extant,Carnivora,Herpestidae,Herpestes,vitticollis,3.48,2994.7,2.9947
EA,extant,Carnivora,Herpestidae,Herpestes,ichneumon,3.88,7500,7.5
Insular,extant,Carnivora,Herpestidae,Herpestes,edwardsii,3.12,1324.2,1.3242
Insular,extant,Carnivora,Herpestidae,Herpestes,edwardsii,3.12,1324.2,1.3242
Insular,extant,Carnivora,Herpestidae,Herpestes,edwardsii,3.12,1324.2,1.3242
Insular,extant,Carnivora,Herpestidae,Herpestes,brachyurus,3.15,1414.1,1.4141
Insular,extant,Carnivora,Herpestidae,Herpestes,smithii,3.23,1702.5,1.7025
Insular,extant,Carnivora,Herpestidae,Herpestes,brachyurus,3.3,2000,2
Insular,extant,Carnivora,Herpestidae,Herpestes,brachyurus,3.3,2000,2
Insular,extant,Carnivora,Herpestidae,Herpestes,vitticollis,3.33,2156.5,2.1565
AF,extant,Carnivora,Herpestidae,Ichneumia,albicauda,3.54,3500,3.5
AF,extant,Carnivora,Herpestidae,Liberiictis,kuhni,3.33,2150,2.15
AF,extant,Carnivora,Herpestidae,Mungos,gambianus,3.18,1500,1.5
AF,extant,Carnivora,Herpestidae,Mungos,mungo,3.28,1925,1.925
Insular,extant,Carnivora,Herpestidae,Mungotictis,decemlineata,2.81,650,0.65
Insular,extant,Carnivora,Herpestidae,Mungotictis,decemlineata,2.81,650,0.65
AF,extant,Carnivora,Herpestidae,Paracynictis,selousi,3.21,1640,1.64
AF,extant,Carnivora,Herpestidae,Rhynchogale,melleri,3.4,2500,2.5
Insular,extant,Carnivora,Herpestidae,Salanoia,concolor,2.81,650,0.65
AF,extant,Carnivora,Herpestidae,Suricata,suricatta,2.86,725.5,0.7255
AF,extant,Carnivora,Hyaenidae,Crocuta,crocuta,4.8,62999.9,62.9999
AF,extant,Carnivora,Hyaenidae,Hyaena,hyaena,4.66,46000.2,46.0002
EA,extant,Carnivora,Hyaenidae,Hyaena,hyaena,4.57,37410,37.41
AF,extant,Carnivora,Hyaenidae,Parahyaena,brunnea,4.51,32200.3,32.2003
AF,extant,Carnivora,Hyaenidae,Proteles,cristatus,4,10000,10
EA,extant,Carnivora,Mustelidae,Amblonyx,cinereus,3.6,3990.4,3.9904
Insular,extant,Carnivora,Mustelidae,Amblonyx,cinereus,3,1000,1
Insular,extant,Carnivora,Mustelidae,Amblonyx,cinereus,3,1000,1
Insular,extant,Carnivora,Mustelidae,Amblonyx,cinereus,3,1000,1
AF,extant,Carnivora,Mustelidae,Aonyx,capensis,4.28,18999.8,18.9998
AF,extant,Carnivora,Mustelidae,Aonyx,congicus,4.38,23800.2,23.8002
EA,extant,Carnivora,Mustelidae,Arctonyx,collaris,3.8,6356,6.356
NA,extant,Carnivora,Mustelidae,Conepatus,semistriatus,3.08,1200,1.2
NA,extant,Carnivora,Mustelidae,Conepatus,mesoleucus,3.3,2010,2.01
NA,extant,Carnivora,Mustelidae,Conepatus,leuconotus,3.54,3500,3.5
SA,extant,Carnivora,Mustelidae,Conepatus,humboldtii,2.52,328,0.328
SA,extant,Carnivora,Mustelidae,Conepatus,semistriatus,3.08,1200,1.2
SA,extant,Carnivora,Mustelidae,Conepatus,chinga,3.28,1917.5,1.9175
NA,extant,Carnivora,Mustelidae,Eira,barbara,3.59,3910,3.91
SA,extant,Carnivora,Mustelidae,Eira,barbara,3.59,3910,3.91
NA,extant,Carnivora,Mustelidae,Enhydra,lutris,4.37,23500,23.5
NA,extant,Carnivora,Mustelidae,Galictis,vittata,3.51,3200,3.2
SA,extant,Carnivora,Mustelidae,Galictis,cuja,3,1000,1
SA,extant,Carnivora,Mustelidae,Galictis,vittata,3.51,3200,3.2
EA,extant,Carnivora,Mustelidae,Gulo,gulo,4.29,19500,19.5
NA,extant,Carnivora,Mustelidae,Gulo,gulo,4.16,14525.1,14.5251
AF,extant,Carnivora,Mustelidae,Ictonyx,libyca,2.8,625,0.625
AF,extant,Carnivora,Mustelidae,Ictonyx,striatus,3.11,1300,1.3
EA,extant,Carnivora,Mustelidae,Ictonyx,libyca,3.54,3500,3.5
NA,extant,Carnivora,Mustelidae,Lontra,longicaudis,3.82,6555,6.555
NA,extant,Carnivora,Mustelidae,Lontra,canadensis,3.91,8087.4,8.0874
SA,extant,Carnivora,Mustelidae,Lontra,longicaudis,3.82,6555,6.555
SA,extant,Carnivora,Mustelidae,Lontra,provocax,3.88,7500,7.5
SA,extant,Carnivora,Mustelidae,Lontra,felina,4.49,30600,30.6
AF,extant,Carnivora,Mustelidae,Lutra,maculicollis,3.6,4000,4
AF,extant,Carnivora,Mustelidae,Lutra,lutra,4.04,10999.9,10.9999
EA,extant,Carnivora,Mustelidae,Lutra,sumatrana,3.74,5500,5.5
EA,extant,Carnivora,Mustelidae,Lutra,lutra,4.04,10999.9,10.9999
Insular,extant,Carnivora,Mustelidae,Lutra,lutra,3.64,4355.6,4.3556
Insular,extant,Carnivora,Mustelidae,Lutra,sumatrana,3.74,5500,5.5
EA,extant,Carnivora,Mustelidae,Lutrogale,perspicillata,3.95,9000,9
Insular,extant,Carnivora,Mustelidae,Lutrogale,perspicillata,3.95,9000,9
SA,extant,Carnivora,Mustelidae,Lyncodon,patagonicus,2.35,225,0.225
EA,extant,Carnivora,Mustelidae,Martes,melampus,3,1000,1
EA,extant,Carnivora,Mustelidae,Martes,zibellina,3.05,1130,1.13
EA,extant,Carnivora,Mustelidae,Martes,martes,3.11,1300,1.3
EA,extant,Carnivora,Mustelidae,Martes,foina,3.19,1540.8,1.5408
EA,extant,Carnivora,Mustelidae,Martes,gwatkinsii,3.31,2043,2.043
EA,extant,Carnivora,Mustelidae,Martes,flavigula,3.4,2500,2.5
Insular,extant,Carnivora,Mustelidae,Martes,melampus,3,1000,1
Insular,extant,Carnivora,Mustelidae,Martes,flavigula,3.07,1185,1.185
Insular,extant,Carnivora,Mustelidae,Martes,foina,3.19,1540.8,1.5408
NA,extant,Carnivora,Mustelidae,Martes,americana,3.1,1250,1.25
NA,extant,Carnivora,Mustelidae,Martes,pennanti,3.6,4000,4
EA,extant,Carnivora,Mustelidae,Meles,meles,4.11,13000,13
AF,extant,Carnivora,Mustelidae,Mellivora,capensis,3.9,8000,8
EA,extant,Carnivora,Mustelidae,Mellivora,capensis,3.95,9000,9
EA,extant,Carnivora,Mustelidae,Melogale,moschata,2.97,938.5,0.9385
EA,extant,Carnivora,Mustelidae,Melogale,personata,3.23,1702.5,1.7025
Insular,extant,Carnivora,Mustelidae,Melogale,moschata,2.83,672,0.672
Insular,extant,Carnivora,Mustelidae,Melogale,personata,3.23,1702.5,1.7025
Insular,extant,Carnivora,Mustelidae,Melogale,orientalis,3.3,2000,2
NA,extant,Carnivora,Mustelidae,Mephitis,macroura,2.9,801.3,0.8013
NA,extant,Carnivora,Mustelidae,Mephitis,mephitis,3.32,2085,2.085
AF,extant,Carnivora,Mustelidae,Mustela,nivalis,2.27,187.5,0.1875
AF,extant,Carnivora,Mustelidae,Mustela,putorius,3.04,1100,1.1
EA,extant,Carnivora,Mustelidae,Mustela,nivalis,1.89,77.3,0.0773
EA,extant,Carnivora,Mustelidae,Mustela,altaica,2.23,171,0.171
EA,extant,Carnivora,Mustelidae,Mustela,erminea,2.23,168.8,0.1688
EA,extant,Carnivora,Mustelidae,Mustela,kathiah,2.32,208.1,0.2081
EA,extant,Carnivora,Mustelidae,Mustela,sibirica,2.61,405,0.405
EA,extant,Carnivora,Mustelidae,Mustela,lutreola,2.64,440,0.44
EA,extant,Carnivora,Mustelidae,Mustela,nudipes,2.7,500,0.5
EA,extant,Carnivora,Mustelidae,Mustela,putorius,2.86,730.8,0.7308
EA,extant,Carnivora,Mustelidae,Mustela,eversmannii,3.13,1350,1.35
Insular,extant,Carnivora,Mustelidae,Mustela,nudipes,2.7,500,0.5
Insular,extant,Carnivora,Mustelidae,Mustela,lutreolina,2.85,706.6,0.7066
NA,extant,Carnivora,Mustelidae,Mustela,nivalis,1.67,46.9,0.0469
NA,extant,Carnivora,Mustelidae,Mustela,erminea,1.85,70,0.07
NA,extant,Carnivora,Mustelidae,Mustela,frenata,2.17,147,0.147
NA,extant,Carnivora,Mustelidae,Mustela,nigripes,2.93,850,0.85
NA,extant,Carnivora,Mustelidae,Mustela,vison,2.98,945,0.945
SA,extant,Carnivora,Mustelidae,Mustela,frenata,2.17,147,0.147
SA,extant,Carnivora,Mustelidae,Mustela,felipei,2.32,211.3,0.2113
SA,extant,Carnivora,Mustelidae,Mustela,africana,2.73,537,0.537
Insular,extant,Carnivora,Mustelidae,Mydaus,javanensis,3.4,2500,2.5
AF,extant,Carnivora,Mustelidae,Poecilogale,albinucha,2.53,340,0.34
SA,extant,Carnivora,Mustelidae,Pteronura,brasiliensis,4.38,23999.9,23.9999
NA,extant,Carnivora,Mustelidae,Spilogale,pygmaea,2.37,235,0.235
NA,extant,Carnivora,Mustelidae,Spilogale,putorius,2.53,341,0.341
NA,extant,Carnivora,Mustelidae,Taxidea,taxus,3.85,7107.6,7.1076
EA,extant,Carnivora,Mustelidae,Vormela,peregusna,2.73,543,0.543
EA,extant,Carnivora,Odobenidae,Odobenus,rosmarus,5.92,825000,825
NA,extant,Carnivora,Odobenidae,Odobenus,rosmarus,5.92,825000,825
AUS,extant,Carnivora,Otariidae,Arctocephalus,tropicalis,4.92,84000,84
AUS,extant,Carnivora,Otariidae,Arctocephalus,gazella,4.99,97500,97.5
AUS,extant,Carnivora,Otariidae,Arctocephalus,forsteri,5.01,101250,101.25
AUS,extant,Carnivora,Otariidae,Arctocephalus,pusillus,5.25,178500,178.5
NA,extant,Carnivora,Otariidae,Arctocephalus,townsendi,5.02,105000,105
SA,extant,Carnivora,Otariidae,Arctocephalus,galapagoensis,4.43,27000,27
SA,extant,Carnivora,Otariidae,Arctocephalus,australis,4.65,45000,45
SA,extant,Carnivora,Otariidae,Arctocephalus,philippii,4.98,95000,95
NA,extant,Carnivora,Otariidae,Callorhinus,ursinus,4.65,45133,45.133
EA,extant,Carnivora,Otariidae,Eumetopias,jubatus,5.49,310000,310
NA,extant,Carnivora,Otariidae,Eumetopias,jubatus,5.49,310000,310
AUS,extant,Carnivora,Otariidae,Neophoca,cinerea,5.28,190000,190
SA,extant,Carnivora,Otariidae,Otaria,byronia,5.15,140000,140
NA,extant,Carnivora,Otariidae,Zalophus,californianus,4.9,80000,80
SA,extant,Carnivora,Otariidae,Zalophus,californianus,4.9,80000,80
EA,extant,Carnivora,Phocidae,Cystophora,cristata,5.57,375000,375
NA,extant,Carnivora,Phocidae,Cystophora,cristata,5.3,201667,201.667
EA,extant,Carnivora,Phocidae,Erignathus,barbatus,5.45,280000,280
NA,extant,Carnivora,Phocidae,Erignathus,barbatus,5.45,280000,280
EA,extant,Carnivora,Phocidae,Halichoerus,grypus,5.2,157667,157.667
NA,extant,Carnivora,Phocidae,Halichoerus,grypus,5.2,157667,157.667
AUS,extant,Carnivora,Phocidae,Hydrurga,leptonyx,5.56,360000,360
AUS,extant,Carnivora,Phocidae,Leptonychotes,weddellii,5.6,400000,400
AUS,extant,Carnivora,Phocidae,Lobodon,carcinophagus,5.35,225000,225
AUS,extant,Carnivora,Phocidae,Mirounga,leonina,6.2,1600000,1600
NA,extant,Carnivora,Phocidae,Mirounga,angustirostris,5.88,750000,750
AF,extant,Carnivora,Phocidae,Monachus,monachus,5.44,275000,275
EA,extant,Carnivora,Phocidae,Monachus,monachus,5.49,310000,310
Insular,extant,Carnivora,Phocidae,Monachus,schauinslandi,5.35,223000,223
AUS,extant,Carnivora,Phocidae,Ommatophoca,rossii,5.4,250000,250
EA,extant,Carnivora,Phocidae,Phoca,caspica,4.93,86000,86
EA,extant,Carnivora,Phocidae,Phoca,fasciata,4.95,90000,90
EA,extant,Carnivora,Phocidae,Phoca,sibirica,4.95,90000,90
EA,extant,Carnivora,Phocidae,Phoca,hispida,4.96,90900,90.9
EA,extant,Carnivora,Phocidae,Phoca,vitulina,5,100000,100
EA,extant,Carnivora,Phocidae,Phoca,groenlandica,5.08,120000,120
EA,extant,Carnivora,Phocidae,Phoca,largha,5.18,150000,150
NA,extant,Carnivora,Phocidae,Phoca,hispida,4.96,90900,90.9
NA,extant,Carnivora,Phocidae,Phoca,vitulina,5,100000,100
NA,extant,Carnivora,Phocidae,Phoca,groenlandica,5.08,120000,120
NA,extant,Carnivora,Procyonidae,Bassaricyon,lasius,3.08,1200,1.2
NA,extant,Carnivora,Procyonidae,Bassaricyon,pauli,3.08,1200,1.2
NA,extant,Carnivora,Procyonidae,Bassaricyon,gabbii,3.1,1250,1.25
SA,extant,Carnivora,Procyonidae,Bassaricyon,alleni,3.09,1235,1.235
SA,extant,Carnivora,Procyonidae,Bassaricyon,beddardi,3.09,1235,1.235
SA,extant,Carnivora,Procyonidae,Bassaricyon,gabbii,3.1,1250,1.25
NA,extant,Carnivora,Procyonidae,Bassariscus,sumichrasti,2.95,900,0.9
NA,extant,Carnivora,Procyonidae,Bassariscus,astutus,3.05,1129.5,1.1295
NA,extant,Carnivora,Procyonidae,Nasua,nasua,3.58,3793.8,3.7938
SA,extant,Carnivora,Procyonidae,Nasua,nasua,3.58,3793.8,3.7938
SA,extant,Carnivora,Procyonidae,Nasua,narica,3.61,4030,4.03
SA,extant,Carnivora,Procyonidae,Nasuella,olivacea,3.13,1340,1.34
NA,extant,Carnivora,Procyonidae,Potos,flavus,3.48,3000,3
SA,extant,Carnivora,Procyonidae,Potos,flavus,3.48,3000,3
NA,extant,Carnivora,Procyonidae,Procyon,pygmaeus,3.4,2500,2.5
NA,extant,Carnivora,Procyonidae,Procyon,lotor,3.74,5525,5.525
SA,extant,Carnivora,Procyonidae,Procyon,cancrivorus,3.84,6949.9,6.9499
EA,extant,Carnivora,Ursidae,Ailuropoda,melanoleuca,5.04,108400,108.4
EA,extant,Carnivora,Ursidae,Ailurus,fulgens,3.69,4900,4.9
EA,extant,Carnivora,Ursidae,Helarctos,malayanus,4.66,46000,46
Insular,extant,Carnivora,Ursidae,Helarctos,malayanus,4.67,47000,47
EA,extant,Carnivora,Ursidae,Melursus,ursinus,5,100000,100
Insular,extant,Carnivora,Ursidae,Melursus,ursinus,4.94,86260,86.26
SA,extant,Carnivora,Ursidae,Tremarctos,ornatus,5.15,140000.6,140.0006
EA,extant,Carnivora,Ursidae,Ursus,thibetanus,4.89,77500,77.5
EA,extant,Carnivora,Ursidae,Ursus,arctos,5.31,206000,206
EA,extant,Carnivora,Ursidae,Ursus,maritimus,5.63,425000,425
NA,extant,Carnivora,Ursidae,Ursus,americanus,5,99949.4,99.9494
NA,extant,Carnivora,Ursidae,Ursus,arctos,5.14,139440.8,139.4408
NA,extant,Carnivora,Ursidae,Ursus,maritimus,5.55,352500.7,352.5007
EA,extant,Carnivora,Viverridae,Arctictis,binturong,4.11,13000,13
Insular,extant,Carnivora,Viverridae,Arctictis,binturong,3.83,6750,6.75
EA,extant,Carnivora,Viverridae,Arctogalidia,trivirgata,3.35,2250,2.25
Insular,extant,Carnivora,Viverridae,Arctogalidia,trivirgata,3.35,2250,2.25
EA,extant,Carnivora,Viverridae,Chrotogale,owstoni,3.51,3250,3.25
AF,extant,Carnivora,Viverridae,Civettictis,civetta,4.08,12000,12
Insular,extant,Carnivora,Viverridae,Cryptoprocta,ferox,3.98,9500,9.5
Insular,extant,Carnivora,Viverridae,Cryptoprocta,ferox,3.98,9500,9.5
EA,extant,Carnivora,Viverridae,Cynogale,bennettii,3.65,4500,4.5
Insular,extant,Carnivora,Viverridae,Cynogale,bennettii,3.65,4500,4.5
Insular,extant,Carnivora,Viverridae,Eupleres,goudotii,3.48,3000,3
Insular,extant,Carnivora,Viverridae,Fossa,fossana,3.18,1500,1.5
Insular,extant,Carnivora,Viverridae,Fossa,fossana,3.18,1500,1.5
AF,extant,Carnivora,Viverridae,Genetta,servalina,3.02,1055,1.055
AF,extant,Carnivora,Viverridae,Genetta,thierryi,3.15,1400,1.4
AF,extant,Carnivora,Viverridae,Genetta,abyssinica,3.22,1650,1.65
AF,extant,Carnivora,Viverridae,Genetta,angolensis,3.22,1650,1.65
AF,extant,Carnivora,Viverridae,Genetta,genetta,3.3,2000,2
AF,extant,Carnivora,Viverridae,Genetta,maculata,3.35,2225,2.225
AF,extant,Carnivora,Viverridae,Genetta,johnstoni,3.35,2225,2.225
AF,extant,Carnivora,Viverridae,Genetta,tigrina,3.35,2225,2.225
AF,extant,Carnivora,Viverridae,Genetta,victoriae,3.48,3000,3
EA,extant,Carnivora,Viverridae,Genetta,genetta,3.2,1600,1.6
EA,extant,Carnivora,Viverridae,Hemigalus,derbyanus,3.18,1500,1.5
EA,extant,Carnivora,Viverridae,Hemigalus,derbyanus,3.4,2500,2.5
Insular,extant,Carnivora,Viverridae,Hemigalus,derbyanus,3.29,1967.5,1.9675
Insular,extant,Carnivora,Viverridae,Hemigalus,derbyanus,3.4,2500,2.5
Insular,extant,Carnivora,Viverridae,Macrogalidia,musschenbroekii,3.6,4000,4
AF,extant,Carnivora,Viverridae,Nandinia,binotata,3.3,2000,2
AF,extant,Carnivora,Viverridae,Osbornictis,piscivora,3.48,3000,3
EA,extant,Carnivora,Viverridae,Paguma,larvata,3.63,4300,4.3
Insular,extant,Carnivora,Viverridae,Paguma,larvata,3.63,4300,4.3
EA,extant,Carnivora,Viverridae,Paradoxurus,jerdoni,3.44,2780.8,2.7808
EA,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,3.51,3200,3.2
Insular,extant,Carnivora,Viverridae,Paradoxurus,zeylonensis,3.44,2780.8,2.7808
Insular,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,3.48,3026.7,3.0267
Insular,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,3.51,3200,3.2
Insular,extant,Carnivora,Viverridae,Paradoxurus,hermaphroditus,3.51,3200,3.2
AF,extant,Carnivora,Viverridae,Poiana,richardsonii,2.7,500,0.5
EA,extant,Carnivora,Viverridae,Prionodon,pardicolor,2.71,512,0.512
EA,extant,Carnivora,Viverridae,Prionodon,linsang,2.85,700,0.7
Insular,extant,Carnivora,Viverridae,Prionodon,pardicolor,2.71,512,0.512
Insular,extant,Carnivora,Viverridae,Prionodon,linsang,2.85,700,0.7
EA,extant,Carnivora,Viverridae,Viverra,zibetha,3.95,9000,9
EA,extant,Carnivora,Viverridae,Viverra,megaspila,3.97,9250,9.25
EA,extant,Carnivora,Viverridae,Viverra,tangalunga,4,10000,10
Insular,extant,Carnivora,Viverridae,Viverra,tangalunga,3.87,7350,7.35
Insular,extant,Carnivora,Viverridae,Viverra,zibetha,4,10000,10
EA,extant,Carnivora,Viverridae,Viverricula,indica,3.47,2980,2.98
Insular,extant,Carnivora,Viverridae,Viverricula,indica,3.43,2686.2,2.6862
Insular,extant,Carnivora,Viverridae,Viverricula,indica,3.46,2896,2.896
Insular,extant,Carnivora,Viverridae,Viverricula,indica,3.47,2980,2.98
Insular,extant,Carnivora,Viverridae,Viverricula,indica,3.48,3000,3
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,stuartii,1.44,27.5,0.0275
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,bellus,1.65,44.5,0.0445
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,flavipes,1.65,45,0.045
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,swainsonii,1.72,53,0.053
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,minimus,1.73,53.5,0.0535
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,leo,1.87,74,0.074
AUS,extant,Dasyuromorphia,Dasyuridae,Antechinus,godmani,1.88,76.5,0.0765
Insular,extant,Dasyuromorphia,Dasyuridae,Antechinus,melanurus,1.68,47.8,0.0478
Insular,extant,Dasyuromorphia,Dasyuridae,Antechinus,naso,1.68,48.4,0.0484
AUS,extant,Dasyuromorphia,Dasyuridae,Dasycercus,cristicauda,2,100,0.1
AUS,extant,Dasyuromorphia,Dasyuridae,Dasycercus,byrnei,2.02,103.8,0.1038
AUS,extant,Dasyuromorphia,Dasyuridae,Dasykaluta,rosamondae,1.46,28.8,0.0288
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,2.72,525,0.525
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,geoffroii,3.04,1100,1.1
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,3.04,1090,1.09
AUS,extant,Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,3.74,5500,5.5
Insular,extant,Dasyuromorphia,Dasyuridae,Dasyurus,albopunctatus,2.8,637,0.637
Insular,extant,Dasyuromorphia,Dasyuridae,Murexia,rothschildi,1.64,43.8,0.0438
Insular,extant,Dasyuromorphia,Dasyuridae,Murexia,longicaudata,2.64,434,0.434
Insular,extant,Dasyuromorphia,Dasyuridae,Murexia,longicaudata,2.64,434,0.434
Insular,extant,Dasyuromorphia,Dasyuridae,Myoictis,melas,2.3,200,0.2
Insular,extant,Dasyuromorphia,Dasyuridae,Myoictis,melas,2.3,200,0.2
Insular,extant,Dasyuromorphia,Dasyuridae,Myoictis,melas,2.3,200,0.2
Insular,extant,Dasyuromorphia,Dasyuridae,Neophascogale,lorentzi,2.33,212,0.212
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,0.76,5.7,0.0057
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,0.85,7,0.007
AUS,extant,Dasyuromorphia,Dasyuridae,Ningaui,ridei,0.93,8.5,0.0085
AUS,extant,Dasyuromorphia,Dasyuridae,Parantechinus,bilarni,1.44,27.5,0.0275
AUS,extant,Dasyuromorphia,Dasyuridae,Parantechinus,apicalis,1.84,68.8,0.0688
AUS,extant,Dasyuromorphia,Dasyuridae,Phascogale,calura,1.71,51.5,0.0515
AUS,extant,Dasyuromorphia,Dasyuridae,Phascogale,tapoatafa,2.29,193.5,0.1935
Insular,extant,Dasyuromorphia,Dasyuridae,Phascolosorex,dorsalis,2.14,138.5,0.1385
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,ingrami,0.63,4.3,0.0043
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,0.78,6.1,0.0061
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,gilesi,0.96,9.2,0.0092
AUS,extant,Dasyuromorphia,Dasyuridae,Planigale,maculata,1.04,11,0.011
Insular,extant,Dasyuromorphia,Dasyuridae,Planigale,novaeguineae,1.17,14.9,0.0149
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,1.3,20,0.02
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,1.51,32.5,0.0325
AUS,extant,Dasyuromorphia,Dasyuridae,Pseudantechinus,woolleyae,1.6,40,0.04
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,youngsoni,1,10.1,0.0101
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,ooldea,1.04,11,0.011
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,1.13,13.6,0.0136
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,1.18,15,0.015
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,1.18,15,0.015
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,1.2,16,0.016
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,1.23,17,0.017
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,1.24,17.5,0.0175
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,1.26,18,0.018
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,1.29,19.5,0.0195
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,1.3,20,0.02
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,aitkeni,1.35,22.5,0.0225
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,butleri,1.4,25,0.025
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,1.4,25,0.025
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,laniger,1.4,25,0.025
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,leucopus,1.41,26,0.026
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,1.53,33.5,0.0335
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,1.55,35.3,0.0353
AUS,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,douglasi,1.74,55,0.055
Insular,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,archeri,1.2,16,0.016
Insular,extant,Dasyuromorphia,Dasyuridae,Sminthopsis,virginiae,1.55,35.3,0.0353
AUS,extant,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,2.67,471.5,0.4715
EA,extant,Dermoptera,Cynocephalidae,Cynocephalus,variegatus,3,1000,1
EA,extant,Dermoptera,Cynocephalidae,Cynocephalus,volans,3.1,1250,1.25
Insular,extant,Dermoptera,Cynocephalidae,Cynocephalus,variegatus,3.01,1025,1.025
NA,extant,Didelphimorphia,Didelphidae,Caluromys,derbianus,2.47,297,0.297
SA,extant,Didelphimorphia,Didelphidae,Caluromys,philander,2.36,229.3,0.2293
SA,extant,Didelphimorphia,Didelphidae,Caluromys,derbianus,2.47,297,0.297
SA,extant,Didelphimorphia,Didelphidae,Caluromys,lanatus,2.51,325,0.325
SA,extant,Didelphimorphia,Didelphidae,Caluromysiops,irrupta,2.4,250,0.25
NA,extant,Didelphimorphia,Didelphidae,Chironectes,minimus,2.98,946,0.946
SA,extant,Didelphimorphia,Didelphidae,Chironectes,minimus,2.98,946,0.946
NA,extant,Didelphimorphia,Didelphidae,Didelphis,marsupialis,3.04,1091.2,1.0912
NA,extant,Didelphimorphia,Didelphidae,Didelphis,virginiana,3.34,2195.5,2.1955
SA,extant,Didelphimorphia,Didelphidae,Didelphis,albiventris,2.96,904,0.904
SA,extant,Didelphimorphia,Didelphidae,Didelphis,marsupialis,3.04,1091.2,1.0912
SA,extant,Didelphimorphia,Didelphidae,Didelphis,aurita,3.07,1164,1.164
SA,extant,Didelphimorphia,Didelphidae,Glironia,venusta,2.06,114,0.114
